id,type,category,name,amenity,shop,leisure,highway,railway,public_transport,addr_street,addr_housenumber,addr_city,phone,website,opening_hours,lat,lon
354164053,node,amenities,Wheatley Child-Parent Education Center,school,,,,,,East 133rd Place,902,Chicago,,,,41.6540091,-87.6014558
354164172,node,amenities,Saint Joseph School,school,,,,,,,,,,,,41.4258648,-87.9908865
354164208,node,amenities,Beecher School,school,,,,,,,,,,,,41.3575337,-87.7330985
354164211,node,amenities,Zion Lutheran School,school,,,,,,,,,,,,41.3419787,-87.6358733
354165030,node,amenities,Manteno Junior High School,school,,,,,,,,,,,,41.2533108,-87.8420473
354171591,node,amenities,Assumption Blessed Virgin Mary-Saint Catherine of Genoa School,school,,,,,,,,,,,,41.680425,-87.6390741
354171599,node,amenities,Saint Damian School,school,,,,,,,,,,,,41.6111448,-87.7494942
354174028,node,amenities,Illinois Lutheran High School,school,,,,,,,,,,,,41.4428125,-87.6297644
354175190,node,amenities,Infant Jesus of Prague School,school,,,,,,,,,,,,41.5423208,-87.6830703
354175884,node,amenities,First Lutheran School,school,,,,,,,,,,,,41.6539229,-87.6825486
354175889,node,amenities,Saint Isidore School,school,,,,,,,,,,,,41.6617474,-87.664917
354175937,node,amenities,Central Junior High School,school,,,,,,,,,,,,41.4719676,-87.6373881
354175980,node,amenities,Nathan Hale Middle School,school,,,,,,West 135th Street,5220,Crestwood,,,,41.6483667,-87.7489396
354176008,node,amenities,Salem Evangelical Lutheran School,school,,,,,,,,,,,,41.6575792,-87.6844813
354176240,node,amenities,Marra Collins South Preparatory School,school,,,,,,,,,,,,41.713645,-87.6564379
354176245,node,amenities,Saint Thaddeus School,school,,,,,,,,,,,,41.720753,-87.632661
354176405,node,amenities,Saint Helena School,school,,,,,,,,,,,,41.7101463,-87.6362475
354176509,node,amenities,Saint Alphonsus School,school,,,,,,,,,,,,41.6694754,-87.9992259
354179170,node,amenities,Immanuel School,school,,,,,,,,,,,,41.4848435,-87.7335402
354203640,node,amenities,Saint Louis de Montfort School,school,,,,,,,,,,,,41.7308659,-87.7822556
354203642,node,amenities,Saint Catherine School,school,,,,,,,,,,,,41.680574,-87.6390787
354203740,node,amenities,Korae School,school,,,,,,,,,,,,41.6914214,-87.8156095
354204174,node,amenities,Collins South School,school,,,,,,,,,,,,41.713673,-87.6573947
354204284,node,amenities,Reformed School,school,,,,,,,,,,,,41.5952524,-87.6050448
354205422,node,amenities,Incarnation School,school,,,,,,,,,,,,41.6601747,-87.7608245
354206152,node,amenities,Bruning Elementary School,school,,,,,,Bruning Drive,1910,Wilmington,,,,41.2824362,-88.1428577
354206973,node,amenities,Marantha School,school,,,,,,,,,,,,41.5433644,-88.038113
354207730,node,amenities,Haven Elementary School,school,,,,,,,,,,,,41.5116984,-87.965332
354207817,node,amenities,Summit Hill Junior High School,school,,,,,,,,,,,,41.5258668,-87.8175499
354208079,node,amenities,Frankfort Square School,school,,,,,,West Kingston Drive,7710,Frankfort,,,,41.5255892,-87.8028273
354208333,node,amenities,Grant Park Elementary School,school,,,,,,,,,,,,41.2418189,-87.6499695
354208338,node,amenities,Grant Park High School,school,,,,,,,,,,,,41.245675,-87.650227
354229573,node,amenities,Haines Elementary School,school,,,,,,Haines Street,155,New Lenox,,,,41.5191984,-87.9703323
354229585,node,amenities,Chelsea Elementary School,school,,,,,,,,,,,,41.5108664,-87.857273
354230331,node,amenities,Bunnyland Developmental Day Care Center,school,,,,,,,,,,,,41.6777349,-87.6364854
354232373,node,amenities,Cosmetologist Educational Institute,school,,,,,,,,,,,,41.7374588,-87.5609144
354232405,node,amenities,Crickets Child Day Care Center,school,,,,,,,,,,,,41.7368651,-87.576425
354232967,node,amenities,Assumption School,school,,,,,,,,,,,,41.6714383,-87.6359968
354233343,node,amenities,Chesterfield Tom Thumb Day Care Center and Kindergarten School,school,,,,,,,,,,,,41.7269788,-87.6050475
354233504,node,amenities,The Children Village,school,,,,,,,,,,,,41.7305838,-87.6043648
354233645,node,amenities,Debbies School of Beauty Culture,school,,,,,,,,,,,,41.69309,-87.6211585
354234317,node,amenities,Evangelical School of Nursing,school,,,,,,,,,,,,41.7228109,-87.7328297
354234831,node,amenities,Martin Luther Educational Center,school,,,,,,,,,,,,41.6886455,-87.6161582
354235536,node,amenities,Hephzibah Christian Academy,school,,,,,,,,,,,,41.7111454,-87.6233811
354236289,node,amenities,Lolly Pop Nursery School and Kindergarten,kindergarten,,,,,,,,,,,,41.7244782,-87.6631051
354236525,node,amenities,Mercy Hall,school,,,,,,,,,,,,41.7119383,-87.713342
354242667,node,amenities,The Reading House,school,,,,,,,,,,,,41.7080052,-87.6814065
354244417,node,amenities,Saint Cyrils School,school,,,,,,,,,,,,41.6707303,-87.9941597
354245155,node,amenities,Oxford Community Center for Academics,school,,,,,,,,,,,,41.739757,-87.5689354
354245625,node,amenities,L H Day School,school,,,,,,,,,,,,41.7361689,-87.6585534
354245965,node,amenities,Lenas Artistic Beauty College,school,,,,,,,,,,,,41.736145,-87.6528272
354246325,node,amenities,Nathan Hale Intermediate School,school,,,,,,West 135th Street,5220,Crestwood,,,,41.648089,-87.7503285
354248081,node,amenities,Park Vernon Learning Academy,school,,,,,,,,,,,,41.6997566,-87.614214
354251081,node,amenities,Gloria Dei Evangelical Lutheran School,school,,,,,,,,,,,,41.5564226,-87.7783827
354251128,node,amenities,Southwest Chicago Christian School,school,,,,,,,,,,,,41.5783664,-87.821718
354257572,node,amenities,Bible Baptist Christian Academy,school,,,,,,,,,,,,41.6541973,-88.0875618
354259316,node,amenities,Fellowship Christian Academy,school,,,,,,,,,,,,41.7222569,-87.5767132
354264399,node,amenities,First Evangelical Lutheran School,school,,,,,,,,,,,,41.6539229,-87.6833819
354273780,node,amenities,Three Kittens Day Nursery and Kindergarten,school,,,,,,,,,,,,41.7359886,-87.6721808
354274804,node,amenities,Saint Mary's School,school,,,,,,,,,,,,41.645503,-87.6141329
354275101,node,amenities,Saint Patricks School,school,,,,,,,,,,,,41.6728087,-88.0003372
354275399,node,amenities,Selans Beauty School,school,,,,,,,,,,,,41.68559,-87.6206028
354275689,node,amenities,Saint Willibrords School,school,,,,,,,,,,,,41.6871013,-87.6199172
354276222,node,amenities,Satellite School,school,,,,,,,,,,,,41.633808,-87.6247
354282483,node,amenities,Joliet - Lockport Seventh Day Adventist School,school,,,,,,,,,,,,41.5811416,-88.1406174
354283454,node,amenities,Saint Marys Nativity School,school,,,,,,,,,,,,41.536142,-88.0853367
354283585,node,amenities,Saint Xavier University - South Campus,school,,,,,,,,,,,,41.5637482,-87.7851153
354284060,node,amenities,Saint Joseph's Catholic School,school,,,,,,,,,,,,41.5916976,-88.0503368
354284150,node,amenities,First Wesley Academy,school,,,,,,,,,,,,41.6087585,-87.6496979
354285474,node,amenities,Reggio Academy,school,,,,,,,,,,,,41.6617798,-87.775883
358677014,node,amenities,Beth Israel School,school,,,,,,,,,,,,41.5844798,-87.5208752
475358313,node,amenities,Grand Prairie School,school,,,,,,West Nebraska Street,10482,Frankfort,,,,41.4975204,-87.8725907
523270120,node,amenities,Troy Middle School,school,,,,,,,,,,,,41.5494821,-88.2237159
523270533,node,amenities,WM B Orenic Intermediate School,school,,,,,,,,,,,,41.5494821,-88.2261191
532250691,node,amenities,Primary Care Joliet - West,doctors,,,,,,Essington Road,2202,Joliet,+1 815 726 2200,https://www.primarycarejoliet.com/,Mo-Fr 09:00-17:00,41.5621621,-88.1609482
612602105,node,amenities,Primary Care Joliet,doctors,,,,,,South Chicago Street,2025,Joliet,+1 815 726 2200,https://www.primarycarejoliet.com/,Mo-Fr 08:00-19:00; Sa 09:00-13:00,41.4859857,-88.0812626
615099814,node,amenities,Hopewell School,school,,,,,,,,,,,,41.5062983,-88.0434255
761664861,node,amenities,7-Eleven,,convenience,,,,,Central Avenue,14717,Oak Forest,+1 727-401-7565,,,41.624156,-87.7561318
1006218108,node,amenities,CVS Pharmacy,pharmacy,,,,,,,,,,https://www.cvs.com/store-locator/new-lenox-il-pharmacies/2050-nelson-rd-new-lenox-il-60451/storeid=4977,,41.4820277,-87.9829469
1584111258,node,amenities,Dotty Tobacco,,convenience,,,,,,,,,,,41.5513707,-88.1589389
1651216427,node,amenities,Fairway Foods,,supermarket,,,,,Sauk Plaza,1,Sauk Village,,https://www.fairway-foods.com/,,41.491444,-87.5555398
1834925521,node,amenities,Spencer Trail School,kindergarten,,,,,,Spencer Road,1701,New Lenox,,,,41.4892501,-87.9422121
2237542448,node,amenities,Jewel-Osco,,supermarket,,,,,South Marshfield Avenue,11730,Chicago,+1 773-568-8157,https://local.jewelosco.com/il/chicago/11730-s-marshfield-ave.html,Mo-Fr 06:00-22:00; Sa 06:00-22:00; Su 06:00-22:00,41.6802481,-87.664606
2264929855,node,amenities,Jewel-Osco,,supermarket,,,,,East 95th Street,1655,Chicago,+1 773-731-9086,https://local.jewelosco.com/il/chicago/1655-e-95th-st.html,Mo-Fr 06:00-22:00; Sa 06:00-22:00; Su 06:00-22:00,41.7202751,-87.5827723
2300379048,node,amenities,Fresh Foods,,supermarket,,,,,,,,,,,41.7324878,-87.7790288
2300390824,node,amenities,Shop 'n Save,,supermarket,,,,,Harlem Avenue,8847,Bridgeview,,,,41.7302382,-87.7976214
2300405173,node,amenities,Jewel-Osco,,supermarket,,,,,South Roberts Road,9528,Hickory Hills,+1 708-599-5514,https://local.jewelosco.com/il/hickory-hills/9528-s-roberts-rd.html,Mo-Fr 06:00-24:00; Sa 06:00-24:00; Su 06:00-24:00,41.7175345,-87.8203212
2300431090,node,amenities,Aldi,,supermarket,,,,,South Ridgeland Avenue,9640,Chicago Ridge,+1 833-462-1032,https://stores.aldi.us/il/chicago-ridge/9640-s-ridgeland-avenue,Mo-Sa 08:30-20:00; Su 08:30-20:00,41.7165991,-87.781781
2300452100,node,amenities,Jack & Pats Butcher,,butcher,,,,,,,,,,,41.6971862,-87.7786507
2300452151,node,amenities,Walgreens,pharmacy,,,,,,West 111th Street,6430,Worth,,https://www.walgreens.com/locator/walgreens-6430+w+111th+st-worth-il-60482/id=5924,,41.6906905,-87.7796935
2361072392,node,amenities,Food 4 Less,,supermarket,,,,,West 87th Street,112,Chicago,,https://www.food4less.com/storeHours?store=70800570,,41.7375511,-87.6282472
2361072395,node,amenities,Jewel-Osco,,supermarket,,,,,West 103rd Street,3128,Chicago,+1 773-238-4444,https://local.jewelosco.com/il/chicago/3128-w-103rd-st.html,Mo-Su 06:00-22:00,41.7068679,-87.6999977
2482807203,node,amenities,Beverly Skoff Elementary School,school,,,,,,Normantown Road,775,Romeoville,,https://www.vvsd.org/bse,,41.6531329,-88.0995102
2482808865,node,amenities,John L. Lukancic Middle School,school,,,,,,Normantown Road,725,Romeoville,,https://www.vvsd.org/jjl,,41.653181,-88.0971284
2491544193,node,amenities,RISE - Worthridge School,school,,,,,,,,,,,,41.6880707,-87.7801526
2491555605,node,amenities,Rise Chicago Heights School,school,,,,,,,,,,,,41.523817,-87.6543436
2805203662,node,amenities,Teddy's Fruit & Meat Market,,supermarket,,,,,Kedzie Avenue,17531,Hazel Crest,,http://teddysmarkets.com/,,41.5709646,-87.6918885
2934234442,node,amenities,Fairplay Foods,,supermarket,,,,,West 111th Street,2343,Chicago,,https://www.fairplayfoods.com/store/chicago-111th-st,,41.691487,-87.6803032
3014813666,node,amenities,Walgreens,pharmacy,,,,,,,,,,,,41.6363083,-88.2232684
3687805176,node,amenities,South Suburban College Oak Forest Center,university,,,,,,KIlbourn Avenue,16333,Oak Forest,,,,41.5925816,-87.7192025
3687805257,node,amenities,DePaul University Oak Forest Campus,university,,,,,,Kilbourn Avenue,16333,Oak Forest,,http://suburbancampuses.depaul.edu/OakForest/index.html,,41.5922807,-87.7192079
3690855991,node,amenities,Walgreens,pharmacy,,,,,,Torrence Avenue,18133,Lansing,,https://www.walgreens.com/locator/walgreens-18133+torrence+ave-lansing-il-60438/id=5127,,41.5655227,-87.5582094
3708110334,node,amenities,Walgreens,pharmacy,,,,,,Chicago Road,3120,South Chicago Heights,,https://www.walgreens.com/locator/walgreens-3120+chicago+rd-south+chicago+heights-il-60411/id=5086,,41.4819575,-87.6381853
3769231748,node,amenities,7-Eleven,,convenience,,,,,,,,,,,41.6609383,-88.1260484
3775443408,node,amenities,Super Mercado Jerez,,convenience,,,,,Independence Boulevard,647,Romeoville,,,,41.652982,-88.0796062
3787628933,node,amenities,Joliet Junior College Weitendorf Agricultural Education Center,school,,,,,,W. Laraway Road,17840,Joliet,,,,41.4845458,-88.0504479
3787630082,node,amenities,Joliet Junior College Weitendorf Agricultural Education Center,school,,,,,,Laraway Road,17840 West,Joliet,,,,41.4816683,-88.0511345
3873245867,node,amenities,Kensington Korner,,convenience,,,,,South Front Avenue,,Chicago,,,,41.6857542,-87.6122972
3897527869,node,amenities,Celina's Deli and Pantry,,convenience,,,,,State Street,814,Lemont,,https://www.celinasfreshmarket.com,,41.666845,-88.000566
3897541057,node,amenities,CVS Pharmacy,pharmacy,,,,,,Archer Avenue,12720,Lemont,+1 630 2433345,,,41.656658,-87.974321
3898009317,node,amenities,Pete's Market,,supermarket,,,,,East 118th Street,3448,Chicago,,https://www.petesfresh.com/stores/pfm-05-118th-ave-o,,41.6821117,-87.5389213
4149703830,node,amenities,Fairway Finer Foods,,supermarket,,,,,Cottage Grove Avenue,15441,Dolton,,https://www.fairway-foods.com/,,41.614014,-87.5962323
4149706045,node,amenities,Christ Our Savior,school,,,,,,,,,,,,41.6163971,-87.5954475
4347594286,node,amenities,Brookhaven Market,,supermarket,,,,,,,,,,,41.5299669,-87.8519095
4355067821,node,amenities,Snack Stop,,convenience,,,,,Wolf Road,19101,Mokena,+1-708-995-1224,,"Mo-Fr 05:00-23:00, Sa-Su 07:00-23:00",41.5420396,-87.8892381
4368753447,node,amenities,CVS Pharmacy,pharmacy,,,,,,Archer Avenue,13460,Lemont,,https://www.cvs.com/store-locator/lemont-il-pharmacies/13460-s-archer-ave-lemont-il-60439/storeid=16568,,41.6440474,-88.0046157
4368753449,node,amenities,Grove Dental,dentist,,,,,,,,,,,,41.7125347,-88.0667301
4368753458,node,amenities,Marathon,,convenience,,,,,,,,,,,41.6904114,-88.1172577
4375787477,node,amenities,Child Care and Learning Center,kindergarten,,,,,,,,,,,,41.6398882,-88.0794968
4430026089,node,amenities,Weber Medical Center,doctors,,,,,,Weber Road,644,,,,,41.601307,-88.1238363
4461216841,node,amenities,A to Z Dental,dentist,,,,,,Governors Highway,19730,Flossmoor,+1 708 9572030,https://www.atozmagicdental.com/,Mo-Fr 10:00-18:00; Sa 08:30-16:00,41.5312722,-87.6974899
4482448253,node,amenities,Walgreens,pharmacy,,,,,,Book Road,3035,Naperville,,,07:00-22:00,41.709453,-88.1871396
4493799676,node,amenities,7-Eleven,,convenience,,,,,West 111th Street,3152,Chicago,,,,41.6918764,-87.7004341
4624451289,node,amenities,Romeoville Dental Center,dentist,,,,,,,,,,,,41.6522142,-88.0810932
4654746331,node,amenities,Early Learning Centers of Excellence,kindergarten,,,,,,,,,,,,41.6539863,-88.122917
4654746332,node,amenities,Ocean Dental,dentist,,,,,,,,,,,,41.6610072,-88.1262533
4684984700,node,amenities,Thomas A. Swingler DDS,dentist,,,,,,103rd Street,4600,Oak Lawn,+1 708-423-8380,https://www.thomasaswinglerdds.com/,,41.7060151,-87.7356684
4711011290,node,amenities,Reed-Custer High School,school,,,,,,,,,,,,41.2581767,-88.2065109
4745966050,node,amenities,Celina's Fresh Market,,supermarket,,,,,McCarthy Road,14164,Lemont,,,,41.6642646,-87.9655026
5225007860,node,amenities,CVS Pharmacy,pharmacy,,,,,,South La Grange Road,14290,Orland Park,,https://www.cvs.com/store-locator/orland-park-il-pharmacies/14290-south-la-grange-rd-orland-park-il-60462/storeid=10555,24/7,41.6310215,-87.854323
5238540448,node,amenities,Healthy Smile Dental,dentist,,,,,,,,,,,,41.7284535,-88.026895
5276572197,node,amenities,Advocate Children's Hospital - Oak Lawn,hospital,,,,,,West 95th Street,4440,Oak Lawn,+1 708 684 8000,https://www.advocatechildrenshospital.com/,24/7,41.7235705,-87.732089
5284252321,node,amenities,Southwest Nephrology Orland Park,clinic,,,,,,107th Ct.,16605,,+1 708 226 9860,,,41.5886652,-87.8782799
5296327450,node,amenities,Grapevine Foods,,bakery,,,,,John Humphrey Drive,14402,Orland Park,+1-708-403-7100,https://www.grapevineorlandpark.com/,Mo-Sa 09:00-19:00; Su 09:00-18:00,41.6286868,-87.8498975
5323561180,node,amenities,Primary Care Joliet,doctors,,,,,,Robert P. Weidling Drive,121,Wilmington,+1 815 726 2200,https://www.primarycarejoliet.com/,Mo-Fr 09:00-17:00,41.2938954,-88.1370477
5323692612,node,amenities,Silver Cross Urgent Care,doctors,,,,,,Essington Road,1051,Joliet,+1 815 300 2273,https://www.silvercross.org/index.php?option=com_content&view=article&id=1948&catid=135%20%20,,41.541305,-88.1622657
5430006229,node,amenities,Eli’s Market,,convenience,,,,,,,,,,,41.6392853,-88.08237
5430006230,node,amenities,Animal Clinic of Romeoville,veterinary,,,,,,,,,,,,41.6396236,-88.0826296
5443933503,node,amenities,Rustic Knead,,bakery,,,,,,,,,,,41.6598759,-88.0013603
5466045833,node,amenities,DaVita Dialysis,clinic,,,,,,South Stony Island Avenue,8725,Chicago,,,,41.7361541,-87.5845308
5574183684,node,amenities,Mariano's Fresh Market,,supermarket,,,,,Brook Forest Avenue,950,Shorewood,,,,41.5370876,-88.1970996
5733040839,node,amenities,Walgreens,pharmacy,,,,,,183rd Street,820,Homewood,,https://www.walgreens.com/locator/walgreens-820+183rd+st-homewood-il-60430/id=3179,,41.5581266,-87.6374214
5740372311,node,amenities,Mother Teresa Catholic Academy,school,,,,,,South Kings Road,24201,Crete,+1-708-672-3093,https://www.mtcacademy.org/,,41.4510961,-87.6589193
5757942250,node,amenities,Walgreens,pharmacy,,,,,,West 147th Street,3145,Posen,,https://www.walgreens.com/locator/walgreens-3145+w+147th+st-posen-il-60469/id=5193,,41.6253104,-87.6974454
5757942264,node,amenities,CVS Pharmacy,pharmacy,chemist,,,,,South Pulaski Road,14701,Midlothian,,https://www.cvs.com/store-locator/midlothian-il-pharmacies/14701-s-pulaski-rd-midlothian-il-60445/storeid=4978,,41.6253273,-87.7165493
5767232492,node,amenities,CVS Pharmacy,pharmacy,,,,,,Flossmoor Road,3200,Flossmoor,,https://www.cvs.com/store-locator/flossmoor-il-pharmacies/3200-flossmoor-rd-flossmoor-il-60422/storeid=70,,41.5431532,-87.6950411
5793945363,node,amenities,Walgreens,pharmacy,,,,,,Governors Highway,18300,Homewood,,,,41.5568498,-87.6828944
5819595057,node,amenities,Walgreens,pharmacy,,,,,,East 162nd Street,390,South Holland,,,,41.6014729,-87.6080852
5860184791,node,amenities,Country Square Foods,,supermarket,,,,,West Joe Orr Road,113,Chicago Heights,,http://countrysquirefoods.com/,,41.5214811,-87.6458486
5860731286,node,amenities,"Anne Solus Gaffney, DDS",dentist,,,,,,Wolf Road,15717,Orland Park,+1-708-349-7232,http://www.orlandparkfamilydental.com,"Mo,Th 11:00-19:00, We 08:00-16:00, Sa 08:00-12:00",41.6040196,-87.8906904
5901266523,node,amenities,Eldridge & Eldridge Dental Group,dentist,,,,,,Ridge Road,1944,Homewood,+1-708-206-1277,https://www.eldridgedentalgroup.com/,"Mo,We 08:30-18:00; Tu; Th 08:00-15:00; Sa 06:00-13:30",41.5616809,-87.6648303
6069025262,node,amenities,Ahoty Dental,dentist,,,,,,,,,,,,41.6315227,-88.2216417
6111456778,node,amenities,Walgreens,pharmacy,,,,,,Cicero Avenue,13501,Crestwood,,https://www.walgreens.com/locator/walgreens-13501+cicero+ave-crestwood-il-60418/id=4947,,41.6468887,-87.7370264
6258061391,node,amenities,Ain't She Sweet Cafe,,bakery,,,,,South Western Avenue,9920,Chicago,+1-773-840-3309,http://aintshesweetcafe.com/,,41.7131265,-87.6821171
6284694806,node,amenities,Dolly’s Delectables,,bakery,,,,,West 115th Street,3611,Chicago,+1-773-485-0941,http://dollysdelectables.com/,,41.6839382,-87.710838
6318871215,node,amenities,Jimmy Jamm Sweet Potato Pies,,bakery,,,,,West 95th Street,1844,Chicago,+1-773-779-9105,,,41.7213752,-87.6693652
6320044756,node,amenities,Maxi Bakery,,bakery,,,,,South Commercial Avenue,8712,Chicago,+1-773-375-0336,,,41.7369448,-87.5516448
6320067471,node,amenities,La Florencia Bakery,,bakery,,,,,South Ewing Avenue,10429,Chicago,+1-773-768-3333,,,41.7054438,-87.535061
6320221761,node,amenities,Poopsies Pastry,,bakery,,,,,East 112th Street,3646,Chicago,+1-773-374-4343,,,41.6920238,-87.5346448
6321208139,node,amenities,Franciscan Physician Network Medical Pavilion,doctors,,,,,,W 203rd Street,3700,Olympia Fields,,,,41.5223527,-87.7092608
6324302588,node,amenities,Panaderia Marzeya,,bakery,,,,,South Commercial Avenue,8908,Chicago,+1-773-374-7855,,,41.7333699,-87.5516983
6324374053,node,amenities,Laine’s Bake Shop,,bakery,,,,,South Homewood Avenue,11057,Chicago,+1-844-352-4637,https://www.lainesbakeshop.com/,,41.6923517,-87.6690744
