zip,id,formattedA,addressLin,addressL_1,city,state,zipCode,county,latitude,longitude,propertyTy,listingTyp,bedrooms,bathrooms,squareFoot,lotSize,yearBuilt,status,price,listedDate,removedDat,daysOnMark,year
"1","3420-Ronald-Rd,-Unit-3420,-Crete,-IL-60417","3420 Ronald Rd, Unit 3420, Crete, IL 60417",3420 Ronald Rd,Unit 3420,Crete,IL,"60417",Will,41.469200000000001,-87.586399999999998,Single Family,Standard,"3","2","1650",NA,NA,Inactive,"2500",2024-04-21T00:00:00.000Z,2024-09-14T00:00:00.000Z,"146","2024"
"1","3668-S-State-St,-Crete,-IL-60417","3668 S State St, Crete, IL 60417",3668 S State St,NA,Crete,IL,"60417",Will,41.460400000000000,-87.616200000000006,Single Family,NA,"4","2","2026","23625","1994",Inactive,"3150",2024-06-11T00:00:00.000Z,2024-07-31T00:00:00.000Z,"50",
"1","26759-S-Melrose-Ln,-Crete,-IL-60417","26759 S Melrose Ln, Crete, IL 60417",26759 S Melrose Ln,NA,Crete,IL,"60417",Will,41.404299999999999,-87.627700000000004,Single Family,NA,"3","2",NA,"7260","1967",Inactive,"2200",2024-06-11T00:00:00.000Z,2024-07-02T00:00:00.000Z,"21","2024"
"1","25728-S-Nancy-St,-Crete,-IL-60417","25728 S Nancy St, Crete, IL 60417",25728 S Nancy St,NA,Crete,IL,"60417",Will,41.423499999999997,-87.594999999999999,Apartment,NA,"5","2","1460","6480","1970",Inactive,"1895",2024-05-15T00:00:00.000Z,2024-06-28T00:00:00.000Z,"44","2024"
"1","1299-Main-St,-Crete,-IL-60417","1299 Main St, Crete, IL 60417",1299 Main St,NA,Crete,IL,"60417",Will,41.446100000000001,-87.630899999999997,Single Family,NA,"3","3","1808","8600","1956",Inactive,"2800",2023-11-22T00:00:00.000Z,2024-03-14T00:00:00.000Z,"113",
"1","23922-S-Cretewood-Ln,-Crete,-IL-60417","23922 S Cretewood Ln, Crete, IL 60417",23922 S Cretewood Ln,NA,Crete,IL,"60417",Will,41.456099999999999,-87.652400000000000,Single Family,NA,"3","1.5","1040",NA,NA,Inactive,"1750",2023-03-09T00:00:00.000Z,2024-03-08T00:00:00.000Z,"365","0"
"1","24552-S-Independence-Blvd,-Crete,-IL-60417","24552 S Independence Blvd, Crete, IL 60417",24552 S Independence Blvd,NA,Crete,IL,"60417",Will,41.444899999999997,-87.645399999999995,Single Family,NA,"2","1.5","1250","2158","2002",Inactive,"2200",2024-02-10T00:00:00.000Z,2024-03-05T00:00:00.000Z,"24","2024"
"1","910-W-Windsor-Ave,-Crete,-IL-60417","910 W Windsor Ave, Crete, IL 60417",910 W Windsor Ave,NA,Crete,IL,"60417",Will,41.418999999999997,-87.635000000000005,Single Family,NA,"3","1","920",NA,NA,Inactive,"1900",2024-01-08T00:00:00.000Z,2024-01-29T00:00:00.000Z,"21","2024"
"1","2249-Norfolk-Ave-Unit-B,-Crete,-IL-60417","2249 Norfolk Ave Unit B, Crete, IL 60417",2249 Norfolk Ave Unit B,NA,Crete,IL,"60417",Will,41.456299999999999,-87.668000000000006,Multi-Family,NA,"2","1","800","34410",NA,Inactive,"1300",2023-12-07T00:00:00.000Z,2024-01-10T00:00:00.000Z,"34","0"
"1","2249-Norfolk-Ave-Unit-A,-Crete,-IL-60417","2249 Norfolk Ave Unit A, Crete, IL 60417",2249 Norfolk Ave Unit A,NA,Crete,IL,"60417",Will,41.456299999999999,-87.668000000000006,Multi-Family,NA,"1","1","600","34410",NA,Inactive,"850",2023-12-07T00:00:00.000Z,2024-01-10T00:00:00.000Z,"34",
"1","249-Milburn-Ave,-Crete,-IL-60417","249 Milburn Ave, Crete, IL 60417",249 Milburn Ave,NA,Crete,IL,"60417",Will,41.448399999999999,-87.620900000000006,Single Family,NA,"4","3","2210",NA,"1986",Inactive,"2800",2023-11-06T00:00:00.000Z,2023-12-01T00:00:00.000Z,"25",
"1","502-W-Stanton-Ln,-Crete,-IL-60417","502 W Stanton Ln, Crete, IL 60417",502 W Stanton Ln,NA,Crete,IL,"60417",Will,41.403199999999998,-87.625100000000003,Single Family,NA,"2","1","984","7260","1966",Inactive,"1775",2023-07-31T00:00:00.000Z,2023-08-26T00:00:00.000Z,"26","0"
"1","2322-W-Loves-Ln,-Crete,-IL-60417","2322 W Loves Ln, Crete, IL 60417",2322 W Loves Ln,NA,Crete,IL,"60417",Will,41.442900000000002,-87.669399999999996,Single Family,NA,"3","2","1600",NA,"1985",Inactive,"2200",2023-03-07T00:00:00.000Z,2023-06-17T00:00:00.000Z,"102","0"
"1","1596-Austin-Ave,-Apt-2,-Crete,-IL-60417","1596 Austin Ave, Apt 2, Crete, IL 60417",1596 Austin Ave,Apt 2,Crete,IL,"60417",Will,41.436199999999999,-87.627499999999998,Condo,NA,"1","1",NA,NA,NA,Inactive,"950",2022-10-28T02:09:12.046Z,2022-12-14T03:48:35.119Z,"48",
"1","741-W-Kent-Ave,-Crete,-IL-60417","741 W Kent Ave, Crete, IL 60417",741 W Kent Ave,NA,Crete,IL,"60417",Will,41.417200000000001,-87.631200000000007,Single Family,NA,"3","1","958","11040","1958",Inactive,"1450",2022-10-23T05:24:41.000Z,2022-11-18T03:47:41.845Z,"26","0"
"1","3443-Somerset-St,-Crete,-IL-60417","3443 Somerset St, Crete, IL 60417",3443 Somerset St,NA,Crete,IL,"60417",Will,41.468299999999999,-87.614300000000000,Single Family,NA,"3","2","1425",NA,NA,Inactive,"2095",2022-09-30T20:04:02.000Z,2022-10-12T03:46:28.102Z,"12","0"
"1","513-Linden-St,-Apt-1,-Crete,-IL-60417","513 Linden St, Apt 1, Crete, IL 60417",513 Linden St,Apt 1,Crete,IL,"60417",Will,41.448900000000002,-87.632800000000003,Apartment,NA,"3","1","2600",NA,NA,Inactive,"1600",2022-09-11T04:03:34.000Z,2022-09-26T03:26:06.716Z,"15","0"
"1","459-Herman-St,-Crete,-IL-60417","459 Herman St, Crete, IL 60417",459 Herman St,NA,Crete,IL,"60417",Will,41.440100000000001,-87.629599999999996,Single Family,NA,"4","2","1817","8056","1929",Inactive,"2100",2022-08-05T03:30:14.056Z,2022-08-13T03:22:18.385Z,"8","0"
"1","1425-Norfolk-Ave,-Apt-2,-Crete,-IL-60417","1425 Norfolk Ave, Apt 2, Crete, IL 60417",1425 Norfolk Ave,Apt 2,Crete,IL,"60417",Will,41.456299999999999,-87.647999999999996,Apartment,NA,"2","1",NA,NA,NA,Inactive,"875",2022-07-05T01:04:17.400Z,2022-08-12T04:20:37.411Z,"39",
"1","24317-S-Thorn-Creek-Ln,-Crete,-IL-60417","24317 S Thorn Creek Ln, Crete, IL 60417",24317 S Thorn Creek Ln,NA,Crete,IL,"60417",Will,41.448999999999998,-87.660799999999995,Single Family,NA,"3","3","2735",NA,NA,Inactive,"2400",2022-02-27T01:39:11.802Z,2022-08-08T05:33:30.600Z,"163","0"
"1","754-E-Louella-St,-Crete,-IL-60417","754 E Louella St, Crete, IL 60417",754 E Louella St,NA,Crete,IL,"60417",Will,41.423999999999999,-87.594099999999997,Single Family,NA,"3","1","900",NA,NA,Inactive,"1600",2021-07-03T01:02:40.743Z,2022-08-08T04:42:32.659Z,"402","0"
"1","1615-Wood-St,-Crete,-IL-60417","1615 Wood St, Crete, IL 60417",1615 Wood St,NA,Crete,IL,"60417",Will,41.435699999999997,-87.629199999999997,Single Family,NA,"4","1","1400",NA,NA,Inactive,"1499",2022-01-25T01:53:04.255Z,2022-08-08T04:41:24.242Z,"196","0"
"1","1362-W-Exchange-St,-Crete,-IL-60417","1362 W Exchange St, Crete, IL 60417",1362 W Exchange St,NA,Crete,IL,"60417",Will,41.444099999999999,-87.646699999999996,Single Family,NA,"2","1","1200",NA,NA,Inactive,"1250",2021-09-27T04:05:20.819Z,2022-08-08T03:37:46.472Z,"315","0"
"1","536-W-Arlington-Ln,-Unit-1,-Crete,-IL-60417","536 W Arlington Ln, Unit 1, Crete, IL 60417",536 W Arlington Ln,Unit 1,Crete,IL,"60417",Will,41.404000000000003,-87.626300000000001,Condo,NA,NA,"1","400",NA,NA,Inactive,"995",2021-09-03T00:18:15.722Z,2022-08-08T03:37:46.472Z,"340",
"1","24376-Newport-Dr,-Crete,-IL-60417","24376 Newport Dr, Crete, IL 60417",24376 Newport Dr,NA,Crete,IL,"60417",Will,41.448000000000000,-87.646500000000003,Single Family,NA,"4","3",NA,NA,NA,Inactive,"2750",2021-02-12T00:03:29.073Z,2022-08-06T18:07:47.362Z,"541",
"1","24626-S-Klemme-Rd,-Crete,-IL-60417","24626 S Klemme Rd, Crete, IL 60417",24626 S Klemme Rd,NA,Crete,IL,"60417",Will,41.444099999999999,-87.546400000000006,Single Family,NA,"3","2.5","3435",NA,NA,Inactive,"2500",2020-07-10T02:02:17.821Z,2020-08-04T21:10:45.759Z,"26","0"
"1","902-W-Windsor-Ave,---10,-Crete,-IL-60417","902 W Windsor Ave, # 10, Crete, IL 60417",902 W Windsor Ave,# 10,Crete,IL,"60417",Will,41.418999999999997,-87.634699999999995,Single Family,NA,"3","1","990",NA,NA,Inactive,"1350",2020-02-18T03:37:53.923Z,2020-03-20T21:17:09.142Z,"32","0"
"1","1401-W-Colony-Dr,-Crete,-IL-60417","1401 W Colony Dr, Crete, IL 60417",1401 W Colony Dr,NA,Crete,IL,"60417",Will,41.445399999999999,-87.647000000000006,Single Family,NA,"5","2",NA,NA,NA,Inactive,"2795",2020-03-06T13:32:23.977Z,2020-03-12T21:19:50.089Z,"7",
"1","24505-S-Independence-Blvd,-Crete,-IL-60417","24505 S Independence Blvd, Crete, IL 60417",24505 S Independence Blvd,NA,Crete,IL,"60417",Will,41.445799999999998,-87.644700000000000,Single Family,NA,"4","2.5","2825",NA,NA,Inactive,"2500",2020-02-18T03:37:53.904Z,2020-02-29T21:15:29.088Z,"12","0"
"1","26840-S-Balmoral-Woods-Dr,-Crete,-IL-60417","26840 S Balmoral Woods Dr, Crete, IL 60417",26840 S Balmoral Woods Dr,NA,Crete,IL,"60417",Will,41.403500000000001,-87.614900000000006,Single Family,NA,"4","2.5","2872",NA,NA,Inactive,"2500",NA,2020-02-20T01:06:41.019Z,NA,"0"
"1","1588-Faithorn-Ave-E,-Unit-2,-Crete,-IL-60417","1588 Faithorn Ave E, Unit 2, Crete, IL 60417",1588 Faithorn Ave E,Unit 2,Crete,IL,"60417",Will,41.436599999999999,-87.625200000000007,Single Family,NA,"1","1","700",NA,NA,Inactive,"775",NA,2020-02-20T02:22:59.424Z,NA,
"1","24335-S-Dorothy-Dr,-Crete,-IL-60417","24335 S Dorothy Dr, Crete, IL 60417",24335 S Dorothy Dr,NA,Crete,IL,"60417",Will,41.450000000000003,-87.565500000000000,Single Family,NA,"5","4","3500",NA,NA,Inactive,"2750",NA,2020-02-20T02:14:56.919Z,NA,
"1","565-2nd-St,-Crete,-IL-60417","565 2nd St, Crete, IL 60417",565 2nd St,NA,Crete,IL,"60417",Will,41.447299999999998,-87.634799999999998,Condo,NA,"2","1","800",NA,NA,Inactive,"1000",NA,2020-02-20T02:05:48.422Z,NA,
"1","23726-S-Ashland-Ave,-Crete,-IL-60417","23726 S Ashland Ave, Crete, IL 60417",23726 S Ashland Ave,NA,Crete,IL,"60417",Will,41.459800000000001,-87.652199999999993,Single Family,NA,"3","1","1183",NA,NA,Inactive,"1250",NA,2020-02-20T02:00:36.982Z,NA,"0"
"1","1513-Wood-St,-Crete,-IL-60417","1513 Wood St, Crete, IL 60417",1513 Wood St,NA,Crete,IL,"60417",Will,41.439100000000003,-87.629099999999994,Single Family,NA,"4","2",NA,NA,NA,Inactive,"2000",NA,2020-02-20T01:49:41.963Z,NA,"0"
"1","567-2nd-St,-Crete,-IL-60417","567 2nd St, Crete, IL 60417",567 2nd St,NA,Crete,IL,"60417",Will,41.447299999999998,-87.634799999999998,Condo,NA,"2","1","800",NA,NA,Inactive,"950",NA,2020-02-20T01:27:31.292Z,NA,
"1","3531-Dale-Dr,-Crete,-IL-60417","3531 Dale Dr, Crete, IL 60417",3531 Dale Dr,NA,Crete,IL,"60417",Will,41.465499999999999,-87.580799999999996,Condo,NA,"4","2","2178",NA,NA,Inactive,"1995",NA,2020-02-20T00:29:26.548Z,NA,"0"
"1","1235-Columbia-St,-Apt-6,-Crete,-IL-60417","1235 Columbia St, Apt 6, Crete, IL 60417",1235 Columbia St,Apt 6,Crete,IL,"60417",Will,41.448099999999997,-87.635400000000004,Single Family,NA,"2","1",NA,NA,NA,Inactive,"895",NA,2020-02-20T00:10:30.213Z,NA,
"1","688-1st-St,-Crete,-IL-60417","688 1st St, Crete, IL 60417",688 1st St,NA,Crete,IL,"60417",Will,41.445799999999998,-87.640000000000001,Single Family,NA,"3","1","1000",NA,NA,Inactive,"1000",NA,2020-02-19T23:37:04.526Z,NA,
"1","1328-Lumber-St,-Crete,-IL-60417","1328 Lumber St, Crete, IL 60417",1328 Lumber St,NA,Crete,IL,"60417",Will,41.445399999999999,-87.634799999999998,Single Family,NA,"2","1",NA,NA,NA,Inactive,"1400",NA,2020-02-19T21:52:37.913Z,NA,"0"
"1","20-E-Donovan-Ct,-Crete,-IL-60417","20 E Donovan Ct, Crete, IL 60417",20 E Donovan Ct,NA,Crete,IL,"60417",Will,41.462200000000003,-87.588399999999993,Single Family,NA,"4","2.5","2250",NA,NA,Inactive,"1950",NA,2020-02-19T21:38:58.185Z,NA,"0"
"1","24230-S-Lakeside-Trl,-Crete,-IL-60417","24230 S Lakeside Trl, Crete, IL 60417",24230 S Lakeside Trl,NA,Crete,IL,"60417",Will,41.451700000000002,-87.534400000000005,Single Family,NA,"6","4","6408",NA,NA,Inactive,"3000",NA,2020-02-19T19:51:13.857Z,NA,
"1","683-Jefferson-St,-Crete,-IL-60417","683 Jefferson St, Crete, IL 60417",683 Jefferson St,NA,Crete,IL,"60417",Will,41.445399999999999,-87.639799999999994,Single Family,NA,"2","1","983",NA,NA,Inactive,"1275",NA,2020-02-19T19:44:07.206Z,NA,"0"
"1","532-E-Corning-Rd,-Beecher,-IL-60401","532 E Corning Rd, Beecher, IL 60401",532 E Corning Rd,NA,Beecher,IL,"60401",Will,41.327399999999997,-87.598399999999998,Single Family,Standard,"3","2",NA,NA,NA,Active,"2000",2025-09-08T00:00:00.000Z,list(),"59","2025"
"1","73-Meadowlark-Ln,-Beecher,-IL-60401","73 Meadowlark Ln, Beecher, IL 60401",73 Meadowlark Ln,NA,Beecher,IL,"60401",Will,41.389699999999998,-87.652600000000007,Single Family,Standard,"2","2","991",NA,NA,Active,"1599",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","8-Drake-Ln,-Beecher,-IL-60401","8 Drake Ln, Beecher, IL 60401",8 Drake Ln,NA,Beecher,IL,"60401",Will,41.390700000000002,-87.658600000000007,Single Family,Standard,"3","2","991",NA,NA,Active,"1599",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","8-Drake-Ln,-Unit-8DRAK,-Beecher,-IL-60401","8 Drake Ln, Unit 8DRAK, Beecher, IL 60401",8 Drake Ln,Unit 8DRAK,Beecher,IL,"60401",Will,41.390700000000002,-87.658600000000007,Manufactured,Standard,"3","2","991",NA,"2025",Active,"1599",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","19-Sandpiper-Ln,-Unit-19SAND,-Beecher,-IL-60401","19 Sandpiper Ln, Unit 19SAND, Beecher, IL 60401",19 Sandpiper Ln,Unit 19SAND,Beecher,IL,"60401",Will,41.390700000000002,-87.658600000000007,Manufactured,Standard,"4","2","1460",NA,"2025",Active,"1899",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","73-Meadowlark-Ln,-Unit-73MEAD,-Beecher,-IL-60401","73 Meadowlark Ln, Unit 73MEAD, Beecher, IL 60401",73 Meadowlark Ln,Unit 73MEAD,Beecher,IL,"60401",Will,41.389699999999998,-87.652600000000007,Manufactured,Standard,"2","2","991",NA,"2026",Active,"1599",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","17-Meadowlark-Ln,-Beecher,-IL-60401","17 Meadowlark Ln, Beecher, IL 60401",17 Meadowlark Ln,NA,Beecher,IL,"60401",Will,41.391100000000002,-87.652900000000002,Single Family,Standard,"3","2","991",NA,NA,Active,"1699",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","19-Sandpiper-Ln,-Beecher,-IL-60401","19 Sandpiper Ln, Beecher, IL 60401",19 Sandpiper Ln,NA,Beecher,IL,"60401",Will,41.390700000000002,-87.658600000000007,Single Family,Standard,"4","2","1460",NA,NA,Active,"1899",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","17-Meadowlark-Ln,-Unit-17MEAD,-Beecher,-IL-60401","17 Meadowlark Ln, Unit 17MEAD, Beecher, IL 60401",17 Meadowlark Ln,Unit 17MEAD,Beecher,IL,"60401",Will,41.391100000000002,-87.652900000000002,Manufactured,Standard,"3","2","991",NA,"2025",Active,"1699",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","43-Partridge-Ln,-Unit-43PART,-Beecher,-IL-60401","43 Partridge Ln, Unit 43PART, Beecher, IL 60401",43 Partridge Ln,Unit 43PART,Beecher,IL,"60401",Will,41.392899999999997,-87.651600000000002,Manufactured,Standard,"3","2","1141",NA,"2026",Active,"1749",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","43-Partridge-Ln,-Beecher,-IL-60401","43 Partridge Ln, Beecher, IL 60401",43 Partridge Ln,NA,Beecher,IL,"60401",Will,41.392899999999997,-87.651600000000002,Single Family,Standard,"3","2","1141",NA,NA,Active,"1749",2025-10-24T00:00:00.000Z,list(),"13","2025"
"1","637-Pasadena-Ave,-Apt-1E,-Beecher,-IL-60401","637 Pasadena Ave, Apt 1E, Beecher, IL 60401",637 Pasadena Ave,Apt 1E,Beecher,IL,"60401",Will,41.339799999999997,-87.625100000000003,Single Family,Standard,"2","1",NA,NA,"1966",Inactive,"1300",2025-09-04T00:00:00.000Z,2025-10-12T00:00:00.000Z,"38","2025"
"1","43-Swan-Ln,-Unit-43SWAN,-Beecher,-IL-60401","43 Swan Ln, Unit 43SWAN, Beecher, IL 60401",43 Swan Ln,Unit 43SWAN,Beecher,IL,"60401",Will,41.393599999999999,-87.659999999999997,Manufactured,Standard,"3","2","1216",NA,"2018",Inactive,"1641",2025-08-27T00:00:00.000Z,2025-09-14T00:00:00.000Z,"18","2025"
"1","43-Swan-Ln,-Beecher,-IL-60401","43 Swan Ln, Beecher, IL 60401",43 Swan Ln,NA,Beecher,IL,"60401",Will,41.393599999999999,-87.659999999999997,Manufactured,Standard,"3","2","1216",NA,NA,Inactive,"1641",2025-08-27T00:00:00.000Z,2025-09-13T00:00:00.000Z,"17","2025"
"1","15-Cardinal-Dr,-Unit-15CARD,-Beecher,-IL-60401","15 Cardinal Dr, Unit 15CARD, Beecher, IL 60401",15 Cardinal Dr,Unit 15CARD,Beecher,IL,"60401",Will,41.393300000000004,-87.653700000000001,Manufactured,Standard,"3","2","1404",NA,"2019",Inactive,"1601",2025-07-19T00:00:00.000Z,2025-08-04T00:00:00.000Z,"16","2025"
"1","15-Cardinal-Dr,-Beecher,-IL-60401","15 Cardinal Dr, Beecher, IL 60401",15 Cardinal Dr,NA,Beecher,IL,"60401",Will,41.391900000000000,-87.653999999999996,Manufactured,Standard,"3","2","1404",NA,NA,Inactive,"1601",2025-07-19T00:00:00.000Z,2025-08-04T00:00:00.000Z,"16","2025"
"1","123-Flamingo-Dr,-Unit-123FLAM,-Beecher,-IL-60401","123 Flamingo Dr, Unit 123FLAM, Beecher, IL 60401",123 Flamingo Dr,Unit 123FLAM,Beecher,IL,"60401",Will,41.389499999999998,-87.654600000000002,Manufactured,Standard,"2","2","924",NA,"2022",Inactive,"1496",2025-07-26T00:00:00.000Z,2025-08-01T00:00:00.000Z,"6","2025"
"1","123-Flamingo-Dr,-Beecher,-IL-60401","123 Flamingo Dr, Beecher, IL 60401",123 Flamingo Dr,NA,Beecher,IL,"60401",Will,41.389499999999998,-87.654600000000002,Manufactured,Standard,"2","2","924",NA,NA,Inactive,"1496",2025-07-26T00:00:00.000Z,2025-07-31T00:00:00.000Z,"5","2025"
"1","1-Eagle-Ln,-Beecher,-IL-60401","1 Eagle Ln, Beecher, IL 60401",1 Eagle Ln,NA,Beecher,IL,"60401",Will,41.390700000000002,-87.658600000000007,Manufactured,Standard,"3","2","1456",NA,NA,Inactive,"1350",2025-07-24T00:00:00.000Z,2025-07-28T00:00:00.000Z,"4","2025"
"1","39-Partridge-Ln,-Unit-39PART,-Beecher,-IL-60401","39 Partridge Ln, Unit 39PART, Beecher, IL 60401",39 Partridge Ln,Unit 39PART,Beecher,IL,"60401",Will,41.392600000000002,-87.651600000000002,Manufactured,Standard,"2","2","924",NA,"2022",Inactive,"1545",2025-01-14T00:00:00.000Z,2025-06-21T00:00:00.000Z,"158","2025"
"1","26-Dove-Ct,-Unit-26DOVE,-Beecher,-IL-60401","26 Dove Ct, Unit 26DOVE, Beecher, IL 60401",26 Dove Ct,Unit 26DOVE,Beecher,IL,"60401",Will,41.390700000000002,-87.651799999999994,Manufactured,Standard,"3","2","1296",NA,"2022",Inactive,"1750",2025-04-30T00:00:00.000Z,2025-06-21T00:00:00.000Z,"52","2025"
"1","39-Partridge-Ln,-Beecher,-IL-60401","39 Partridge Ln, Beecher, IL 60401",39 Partridge Ln,NA,Beecher,IL,"60401",Will,41.392600000000002,-87.651600000000002,Manufactured,Standard,"2","2","924",NA,NA,Inactive,"1545",2025-05-24T00:00:00.000Z,2025-06-07T00:00:00.000Z,"14","2025"
"1","657-Melrose-Ln,-Apt-4,-Beecher,-IL-60401","657 Melrose Ln, Apt 4, Beecher, IL 60401",657 Melrose Ln,Apt 4,Beecher,IL,"60401",Will,41.338500000000003,-87.626000000000005,Apartment,Standard,"2","1","900",NA,NA,Inactive,"1300",2025-02-21T00:00:00.000Z,2025-03-24T00:00:00.000Z,"31","2025"
"1","54-Meadowlark-Ln,-Unit-54MEAD,-Beecher,-IL-60401","54 Meadowlark Ln, Unit 54MEAD, Beecher, IL 60401",54 Meadowlark Ln,Unit 54MEAD,Beecher,IL,"60401",Will,41.390700000000002,-87.654700000000005,Manufactured,Standard,"3","2","1016",NA,"2021",Inactive,"1620",2025-02-03T00:00:00.000Z,2025-02-09T00:00:00.000Z,"6","2025"
"1","637-Pasadena-Ave,-Beecher,-IL-60401","637 Pasadena Ave, Beecher, IL 60401",637 Pasadena Ave,NA,Beecher,IL,"60401",Will,41.339799999999997,-87.625100000000003,Single Family,Standard,"2","1","800",NA,NA,Inactive,"1275",2025-02-07T00:00:00.000Z,2025-02-08T00:00:00.000Z,"1","2025"
"1","637-Pasadena-Ave,-Apt-2W,-Beecher,-IL-60401","637 Pasadena Ave, Apt 2W, Beecher, IL 60401",637 Pasadena Ave,Apt 2W,Beecher,IL,"60401",Will,41.339799999999997,-87.625100000000003,Single Family,Standard,"2","1","800",NA,NA,Inactive,"1275",2025-01-30T00:00:00.000Z,2025-02-06T00:00:00.000Z,"7","2025"
"1","2842-E-Delite-Inn-Rd,-Beecher,-IL-60401","2842 E Delite Inn Rd, Beecher, IL 60401",2842 E Delite Inn Rd,NA,Beecher,IL,"60401",Will,41.307000000000002,-87.542299999999997,Single Family,Standard,"4","2.5","2000",NA,NA,Inactive,"3000",2024-12-04T00:00:00.000Z,2025-01-03T00:00:00.000Z,"30",
"1","447-Autumn-Dr,-Unit-113B,-Beecher,-IL-60401","447 Autumn Dr, Unit 113B, Beecher, IL 60401",447 Autumn Dr,Unit 113B,Beecher,IL,"60401",Will,41.345799999999997,-87.598500000000001,Condo,Standard,"3","2","1450",NA,"2005",Inactive,"1950",2024-11-01T00:00:00.000Z,2024-11-12T00:00:00.000Z,"11","2024"
